feature_set,n_trees,max_depth_cfg,max_features,internal_nodes,leaves,max_depth,features_used,n_features_used,test_accuracy,test_f1,test_recall,test_precision,test_fpr,test_fp,test_fn,train_accuracy,cycles_per_frame,latency_us_at_100mhz
no_rate,5,3,sqrt,22,27,3,"dt_id,dt_id_dev,dt_ratio_q6,dt_bus,burst,pl_popcount",6,0.9953857097752198,0.9871858526742798,0.9999464971697003,0.9747467898903712,0.005600212812713247,2421,5,0.9950756812069431,7,0.07
no_rate,5,3,all,32,37,3,"dt_id,dt_id_dev,dt_ratio_q6,dt_bus,burst,pl_popcount",6,0.9953857097752198,0.9871858526742798,0.9999464971697003,0.9747467898903712,0.005600212812713247,2421,5,0.9950756812069431,7,0.07
no_rate,5,4,sqrt,35,40,4,"dt_id,dt_id_dev,dt_ratio_q6,hd,dt_bus,burst,pl_popcount",7,0.9953857097752198,0.9871858526742798,0.9999464971697003,0.9747467898903712,0.005600212812713247,2421,5,0.9950756812069431,8,0.08
no_rate,5,4,all,42,47,4,"dt_id,dt_id_dev,dt_ratio_q6,dt_bus,burst,pl_popcount",6,0.9953857097752198,0.9871858526742798,0.9999464971697003,0.9747467898903712,0.005600212812713247,2421,5,0.9950756812069431,8,0.08
no_rate,5,5,sqrt,43,48,5,"dt_id,dt_id_dev,dt_ratio_q6,dt_bus,burst,pl_popcount",6,0.9953857097752198,0.9871858526742798,0.9999464971697003,0.9747467898903712,0.005600212812713247,2421,5,0.9950756812069431,9,0.09
no_rate,5,5,all,54,59,5,"dt_id,dt_id_dev,dt_ratio_q6,dt_bus,burst,pl_popcount",6,0.9953857097752198,0.9871858526742798,0.9999464971697003,0.9747467898903712,0.005600212812713247,2421,5,0.9950756812069431,9,0.09
no_rate,5,6,sqrt,55,60,6,"dt_id,dt_id_dev,dt_ratio_q6,dt_bus,burst,pl_popcount",6,0.9953857097752198,0.9871858526742798,0.9999464971697003,0.9747467898903712,0.005600212812713247,2421,5,0.9950756812069431,10,0.1
no_rate,5,6,all,68,73,6,"dt_id,dt_id_dev,dt_ratio_q6,dt_bus,burst,pl_popcount",6,0.9953857097752198,0.9871858526742798,0.9999464971697003,0.9747467898903712,0.005600212812713247,2421,5,0.9950756812069431,10,0.1
no_rate,5,8,sqrt,77,82,8,"dt_id,dt_id_dev,dt_ratio_q6,dt_bus,burst,pl_popcount",6,0.9953857097752198,0.9871858526742798,0.9999464971697003,0.9747467898903712,0.005600212812713247,2421,5,0.9950756812069431,12,0.12
no_rate,5,8,all,94,99,8,"dt_id,dt_id_dev,dt_ratio_q6,dt_bus,burst,pl_popcount",6,0.9953857097752198,0.9871858526742798,0.9999464971697003,0.9747467898903712,0.005600212812713247,2421,5,0.9950756812069431,12,0.12
no_rate,7,2,sqrt,18,25,2,"dt_id,dt_id_dev,dt_ratio_q6,hd,dt_bus,pl_popcount",6,0.9953876117909761,0.9871910670237322,0.9999464971697003,0.9747569574832061,0.005597899631047524,2420,5,0.9950718771754306,6,0.06
no_rate,7,2,all,21,28,2,"dt_id,dt_id_dev,dt_ratio_q6,dt_bus,pl_popcount",5,0.9953857097752198,0.9871858526742798,0.9999464971697003,0.9747467898903712,0.005600212812713247,2421,5,0.9950756812069431,6,0.06
no_rate,7,3,sqrt,32,39,3,"dt_id,dt_id_dev,dt_ratio_q6,hd,dt_bus,burst,pl_popcount",7,0.9953876117909761,0.9871910670237322,0.9999464971697003,0.9747569574832061,0.005597899631047524,2420,5,0.9950718771754306,7,0.07
no_rate,7,3,all,44,51,3,"dt_id,dt_id_dev,dt_ratio_q6,dt_bus,burst,pl_popcount",6,0.9953857097752198,0.9871858526742798,0.9999464971697003,0.9747467898903712,0.005600212812713247,2421,5,0.9950756812069431,7,0.07
